184, "John Manager92", 92, 135292
186, "John Manager93", 93, 109015
188, "John Manager94", 94, 123594
190, "John Manager95", 95, 140184
192, "John Manager96", 96, 134520
194, "John Manager97", 97, 149712
196, "John Manager98", 98, 131767
198, "John Manager99", 99, 108516
200, "John Manager100", 100, 129859
202, "John Manager101", 101, 134189
204, "John Manager102", 102, 104846
206, "John Manager103", 103, 106215
208, "John Manager104", 104, 126177
210, "John Manager105", 105, 117113
212, "John Manager106", 106, 130994
214, "John Manager107", 107, 123490
216, "John Manager108", 108, 131345
218, "John Manager109", 109, 131272
220, "John Manager110", 110, 125848
222, "John Manager111", 111, 119230
224, "John Manager112", 112, 110281
226, "John Manager113", 113, 108688
228, "John Manager114", 114, 138318
230, "John Manager115", 115, 107668
232, "John Manager116", 116, 121935
234, "John Manager117", 117, 102990
236, "John Manager118", 118, 106220
238, "John Manager119", 119, 109728
240, "John Manager120", 120, 124442
242, "John Manager121", 121, 144795
244, "John Manager122", 122, 123811
246, "John Manager123", 123, 102228
248, "John Manager124", 124, 111033
250, "John Manager125", 125, 114543
252, "John Manager126", 126, 117972
254, "John Manager127", 127, 133829
256, "John Manager128", 128, 109670
258, "John Manager129", 129, 102383
260, "John Manager130", 130, 139352
262, "John Manager131", 131, 128088
264, "John Manager132", 132, 131711
266, "John Manager133", 133, 131038
268, "John Manager134", 134, 140349
270, "John Manager135", 135, 105924
272, "John Manager136", 136, 147579
274, "John Manager137", 137, 121311
276, "John Manager138", 138, 143994
278, "John Manager139", 139, 142925
280, "John Manager140", 140, 101766
282, "John Manager141", 141, 141213
284, "John Manager142", 142, 122312
286, "John Manager143", 143, 140486
288, "John Manager144", 144, 132970
290, "John Manager145", 145, 105182
292, "John Manager146", 146, 131747
294, "John Manager147", 147, 102527
296, "John Manager148", 148, 110807
298, "John Manager149", 149, 116417
300, "John Manager150", 150, 123191
302, "John Manager151", 151, 104417
304, "John Manager152", 152, 121231
306, "John Manager153", 153, 134279
308, "John Manager154", 154, 141582
310, "John Manager155", 155, 112642
312, "John Manager156", 156, 139058
314, "John Manager157", 157, 107256
316, "John Manager158", 158, 109912
318, "John Manager159", 159, 106952
320, "John Manager160", 160, 138441
322, "John Manager161", 161, 101967
324, "John Manager162", 162, 147697
326, "John Manager163", 163, 145194
328, "John Manager164", 164, 122109
330, "John Manager165", 165, 119031
332, "John Manager166", 166, 122159
334, "John Manager167", 167, 148250
336, "John Manager168", 168, 131357
338, "John Manager169", 169, 133845
340, "John Manager170", 170, 127980
342, "John Manager171", 171, 114072
344, "John Manager172", 172, 132255
346, "John Manager173", 173, 131522
348, "John Manager174", 174, 114057
350, "John Manager175", 175, 133752
352, "John Manager176", 176, 123562
354, "John Manager177", 177, 120505
356, "John Manager178", 178, 136146
358, "John Manager179", 179, 109970
360, "John Manager180", 180, 111761
362, "John Manager181", 181, 104136
364, "John Manager182", 182, 140934
366, "John Manager183", 183, 133792
368, "John Manager184", 184, 116413
370, "John Manager185", 185, 133044
372, "John Manager186", 186, 116624
374, "John Manager187", 187, 117031
376, "John Manager188", 188, 137066
378, "John Manager189", 189, 104719
380, "John Manager190", 190, 139483
382, "John Manager191", 191, 129324
384, "John Manager192", 192, 111044
386, "John Manager193", 193, 148420
388, "John Manager194", 194, 143951
390, "John Manager195", 195, 127073
392, "John Manager196", 196, 111768
394, "John Manager197", 197, 147793
396, "John Manager198", 198, 105433
398, "John Manager199", 199, 103324
400, "John Manager200", 200, 137997
402, "John Manager201", 201, 115259
404, "John Manager202", 202, 132999
406, "John Manager203", 203, 114760
408, "John Manager204", 204, 131087
410, "John Manager205", 205, 111053
412, "John Manager206", 206, 137156
414, "John Manager207", 207, 123313
416, "John Manager208", 208, 147976
418, "John Manager209", 209, 123399
420, "John Manager210", 210, 116171
422, "John Manager211", 211, 144945
424, "John Manager212", 212, 122453
426, "John Manager213", 213, 103254
428, "John Manager214", 214, 106825
430, "John Manager215", 215, 118966
432, "John Manager216", 216, 120010
434, "John Manager217", 217, 117175
436, "John Manager218", 218, 115893
438, "John Manager219", 219, 113970
440, "John Manager220", 220, 108665
442, "John Manager221", 221, 147181
444, "John Manager222", 222, 115983
446, "John Manager223", 223, 121897
448, "John Manager224", 224, 142395
450, "John Manager225", 225, 145458
452, "John Manager226", 226, 130089
454, "John Manager227", 227, 133363
456, "John Manager228", 228, 129921
458, "John Manager229", 229, 131863
460, "John Manager230", 230, 113123
462, "John Manager231", 231, 129703
464, "John Manager232", 232, 117904
466, "John Manager233", 233, 141860
468, "John Manager234", 234, 133282
470, "John Manager235", 235, 122235
472, "John Manager236", 236, 148950
474, "John Manager237", 237, 104758
476, "John Manager238", 238, 133566
478, "John Manager239", 239, 149115
480, "John Manager240", 240, 100307
482, "John Manager241", 241, 111724
484, "John Manager242", 242, 141216
486, "John Manager243", 243, 103382
488, "John Manager244", 244, 121806
490, "John Manager245", 245, 137042
492, "John Manager246", 246, 147589
494, "John Manager247", 247, 104516
496, "John Manager248", 248, 130722
498, "John Manager249", 249, 143265
500, "John Manager250", 250, 115307
502, "John Manager251", 251, 126419
504, "John Manager252", 252, 109628
506, "John Manager253", 253, 117122
508, "John Manager254", 254, 109293
510, "John Manager255", 255, 133487
512, "John Manager256", 256, 137917
514, "John Manager257", 257, 103046
516, "John Manager258", 258, 124962
518, "John Manager259", 259, 100149
520, "John Manager260", 260, 142701
522, "John Manager261", 261, 129750
524, "John Manager262", 262, 144361
526, "John Manager263", 263, 120148
528, "John Manager264", 264, 118253
530, "John Manager265", 265, 110070
532, "John Manager266", 266, 128832
534, "John Manager267", 267, 106601
536, "John Manager268", 268, 125099
538, "John Manager269", 269, 112320
540, "John Manager270", 270, 117662
542, "John Manager271", 271, 149126
544, "John Manager272", 272, 122875
546, "John Manager273", 273, 130962
548, "John Manager274", 274, 116903
550, "John Manager275", 275, 111142
552, "John Manager276", 276, 128302
554, "John Manager277", 277, 128903
556, "John Manager278", 278, 137579
558, "John Manager279", 279, 109197
560, "John Manager280", 280, 125893
562, "John Manager281", 281, 103462
564, "John Manager282", 282, 110358
566, "John Manager283", 283, 143664
568, "John Manager284", 284, 128110
570, "John Manager285", 285, 126361
572, "John Manager286", 286, 120308
574, "John Manager287", 287, 110726
576, "John Manager288", 288, 124758
578, "John Manager289", 289, 126640
580, "John Manager290", 290, 110117
582, "John Manager291", 291, 136999
584, "John Manager292", 292, 141606
586, "John Manager293", 293, 141268
588, "John Manager294", 294, 124283
590, "John Manager295", 295, 119245
592, "John Manager296", 296, 142128
594, "John Manager297", 297, 146523
596, "John Manager298", 298, 103119
598, "John Manager299", 299, 132087
600, "John Manager300", 300, 128314
602, "John Manager301", 301, 143518
604, "John Manager302", 302, 108754
606, "John Manager303", 303, 130961
608, "John Manager304", 304, 139806
610, "John Manager305", 305, 134974
612, "John Manager306", 306, 103472
614, "John Manager307", 307, 122143
616, "John Manager308", 308, 147808
618, "John Manager309", 309, 123021
620, "John Manager310", 310, 137881
622, "John Manager311", 311, 104717
624, "John Manager312", 312, 146791
626, "John Manager313", 313, 112288
628, "John Manager314", 314, 142084
630, "John Manager315", 315, 104307
632, "John Manager316", 316, 130763
634, "John Manager317", 317, 139704
636, "John Manager318", 318, 140386
638, "John Manager319", 319, 133352
640, "John Manager320", 320, 144381
642, "John Manager321", 321, 107335
644, "John Manager322", 322, 108589
646, "John Manager323", 323, 130100
648, "John Manager324", 324, 114363
650, "John Manager325", 325, 103342
652, "John Manager326", 326, 129068
654, "John Manager327", 327, 141121
656, "John Manager328", 328, 118396
658, "John Manager329", 329, 148501
660, "John Manager330", 330, 112503
662, "John Manager331", 331, 102482
664, "John Manager332", 332, 135413
666, "John Manager333", 333, 125798
668, "John Manager334", 334, 116951
670, "John Manager335", 335, 148906
672, "John Manager336", 336, 100214
674, "John Manager337", 337, 123410
676, "John Manager338", 338, 100963
678, "John Manager339", 339, 140681
680, "John Manager340", 340, 128740
682, "John Manager341", 341, 112923
684, "John Manager342", 342, 148070
686, "John Manager343", 343, 120411
688, "John Manager344", 344, 100580
690, "John Manager345", 345, 133337
692, "John Manager346", 346, 149486
694, "John Manager347", 347, 126958
696, "John Manager348", 348, 120334
698, "John Manager349", 349, 138570
700, "John Manager350", 350, 108916
702, "John Manager351", 351, 145657
704, "John Manager352", 352, 101363
706, "John Manager353", 353, 141110
708, "John Manager354", 354, 127280
710, "John Manager355", 355, 138626
712, "John Manager356", 356, 144406
714, "John Manager357", 357, 102817
716, "John Manager358", 358, 148297
718, "John Manager359", 359, 145894
720, "John Manager360", 360, 146313
722, "John Manager361", 361, 106121
724, "John Manager362", 362, 112335
726, "John Manager363", 363, 146207
728, "John Manager364", 364, 130413
730, "John Manager365", 365, 146814
732, "John Manager366", 366, 148082
734, "John Manager367", 367, 125051
736, "John Manager368", 368, 126658
738, "John Manager369", 369, 124020
740, "John Manager370", 370, 118657
742, "John Manager371", 371, 111169
744, "John Manager372", 372, 132219
746, "John Manager373", 373, 102775
748, "John Manager374", 374, 118796
750, "John Manager375", 375, 149349
752, "John Manager376", 376, 139921
754, "John Manager377", 377, 127313
756, "John Manager378", 378, 105051
758, "John Manager379", 379, 142168
760, "John Manager380", 380, 114948
762, "John Manager381", 381, 125205
764, "John Manager382", 382, 140808
766, "John Manager383", 383, 119687
768, "John Manager384", 384, 114232
770, "John Manager385", 385, 143327
772, "John Manager386", 386, 106644
774, "John Manager387", 387, 115915
776, "John Manager388", 388, 129995
778, "John Manager389", 389, 116261
780, "John Manager390", 390, 121335
782, "John Manager391", 391, 123808
784, "John Manager392", 392, 112658
786, "John Manager393", 393, 104019
788, "John Manager394", 394, 102663
790, "John Manager395", 395, 104124
792, "John Manager396", 396, 107366
794, "John Manager397", 397, 116814
796, "John Manager398", 398, 147068
798, "John Manager399", 399, 109231
800, "John Manager400", 400, 142562
802, "John Manager401", 401, 105490
804, "John Manager402", 402, 104798
806, "John Manager403", 403, 115693
808, "John Manager404", 404, 102482
810, "John Manager405", 405, 118152
812, "John Manager406", 406, 127273
814, "John Manager407", 407, 134927
816, "John Manager408", 408, 100779
818, "John Manager409", 409, 149972
820, "John Manager410", 410, 141751
822, "John Manager411", 411, 105610
824, "John Manager412", 412, 112347
826, "John Manager413", 413, 102038
828, "John Manager414", 414, 111878
830, "John Manager415", 415, 115453
832, "John Manager416", 416, 141907
834, "John Manager417", 417, 141820
836, "John Manager418", 418, 125061
838, "John Manager419", 419, 123239
840, "John Manager420", 420, 126916
842, "John Manager421", 421, 107648
844, "John Manager422", 422, 110930
846, "John Manager423", 423, 135850
848, "John Manager424", 424, 127574
850, "John Manager425", 425, 138459
852, "John Manager426", 426, 112749
854, "John Manager427", 427, 124195
856, "John Manager428", 428, 112903
858, "John Manager429", 429, 115019
860, "John Manager430", 430, 118478
862, "John Manager431", 431, 110757
864, "John Manager432", 432, 105855
866, "John Manager433", 433, 141189
868, "John Manager434", 434, 127036
870, "John Manager435", 435, 126103
872, "John Manager436", 436, 147469
874, "John Manager437", 437, 138262
876, "John Manager438", 438, 121252
878, "John Manager439", 439, 142210
880, "John Manager440", 440, 107715
882, "John Manager441", 441, 100088
884, "John Manager442", 442, 120108
886, "John Manager443", 443, 102348
888, "John Manager444", 444, 126425
890, "John Manager445", 445, 104208
892, "John Manager446", 446, 147577
894, "John Manager447", 447, 142704
896, "John Manager448", 448, 113236
898, "John Manager449", 449, 122056
900, "John Manager450", 450, 136458
902, "John Manager451", 451, 145255
904, "John Manager452", 452, 143570
906, "John Manager453", 453, 145848
908, "John Manager454", 454, 149239
910, "John Manager455", 455, 129764
912, "John Manager456", 456, 147933
914, "John Manager457", 457, 119093
916, "John Manager458", 458, 126591
918, "John Manager459", 459, 105882
920, "John Manager460", 460, 104613
922, "John Manager461", 461, 133319
924, "John Manager462", 462, 107800
926, "John Manager463", 463, 101912
928, "John Manager464", 464, 116673
930, "John Manager465", 465, 110560
932, "John Manager466", 466, 124510
934, "John Manager467", 467, 146065
936, "John Manager468", 468, 126788
938, "John Manager469", 469, 118178
940, "John Manager470", 470, 144466
942, "John Manager471", 471, 129610
944, "John Manager472", 472, 137314
946, "John Manager473", 473, 110868
948, "John Manager474", 474, 140701
950, "John Manager475", 475, 122644
952, "John Manager476", 476, 148416
954, "John Manager477", 477, 143868
956, "John Manager478", 478, 136183
958, "John Manager479", 479, 126187
960, "John Manager480", 480, 127799
962, "John Manager481", 481, 114846
964, "John Manager482", 482, 118793
966, "John Manager483", 483, 120026
968, "John Manager484", 484, 135456
970, "John Manager485", 485, 149138
972, "John Manager486", 486, 128718
974, "John Manager487", 487, 132662
976, "John Manager488", 488, 148794
978, "John Manager489", 489, 146296
980, "John Manager490", 490, 122838
982, "John Manager491", 491, 125361
984, "John Manager492", 492, 110459
986, "John Manager493", 493, 123885
988, "John Manager494", 494, 110045
990, "John Manager495", 495, 104256
992, "John Manager496", 496, 140377
994, "John Manager497", 497, 102270
996, "John Manager498", 498, 113838
998, "John Manager499", 499, 130842
1000, "John Manager500", 500, 105993
1002, "John Manager501", 501, 127169
1004, "John Manager502", 502, 132520
1006, "John Manager503", 503, 133224
1008, "John Manager504", 504, 129732
1010, "John Manager505", 505, 135099
1012, "John Manager506", 506, 127232
1014, "John Manager507", 507, 119038
1016, "John Manager508", 508, 126300
1018, "John Manager509", 509, 124550
1020, "John Manager510", 510, 146109
1022, "John Manager511", 511, 146414
1024, "John Manager512", 512, 118656
1026, "John Manager513", 513, 124540
1028, "John Manager514", 514, 129157
1030, "John Manager515", 515, 140605
1032, "John Manager516", 516, 129511
1034, "John Manager517", 517, 123363
1036, "John Manager518", 518, 138013
1038, "John Manager519", 519, 127562
1040, "John Manager520", 520, 109422
1042, "John Manager521", 521, 123776
1044, "John Manager522", 522, 127147
1046, "John Manager523", 523, 121575
1048, "John Manager524", 524, 100802
1050, "John Manager525", 525, 146541
1052, "John Manager526", 526, 144547
1054, "John Manager527", 527, 109519
1056, "John Manager528", 528, 112242
1058, "John Manager529", 529, 101684
1060, "John Manager530", 530, 110002
1062, "John Manager531", 531, 138888
1064, "John Manager532", 532, 117052
1066, "John Manager533", 533, 110668
1068, "John Manager534", 534, 118326
1070, "John Manager535", 535, 113880
1072, "John Manager536", 536, 111489
1074, "John Manager537", 537, 129056
1076, "John Manager538", 538, 149644
1078, "John Manager539", 539, 146674
1080, "John Manager540", 540, 135872
1082, "John Manager541", 541, 112381
1084, "John Manager542", 542, 118480
1086, "John Manager543", 543, 145468
1088, "John Manager544", 544, 115107
1090, "John Manager545", 545, 134849
1092, "John Manager546", 546, 136805
1094, "John Manager547", 547, 116034
1096, "John Manager548", 548, 145222
1098, "John Manager549", 549, 147509
1100, "John Manager550", 550, 112944
1102, "John Manager551", 551, 123409
1104, "John Manager552", 552, 119334
1106, "John Manager553", 553, 123553
1108, "John Manager554", 554, 104810
1110, "John Manager555", 555, 105139
1112, "John Manager556", 556, 149473
1114, "John Manager557", 557, 129290
1116, "John Manager558", 558, 117413
1118, "John Manager559", 559, 142671
1120, "John Manager560", 560, 147681
1122, "John Manager561", 561, 146723
1124, "John Manager562", 562, 134732
1126, "John Manager563", 563, 142851
1128, "John Manager564", 564, 110697
1130, "John Manager565", 565, 106140
1132, "John Manager566", 566, 112377
1134, "John Manager567", 567, 128572
1136, "John Manager568", 568, 121817
1138, "John Manager569", 569, 118100
1140, "John Manager570", 570, 148672
1142, "John Manager571", 571, 120572
1144, "John Manager572", 572, 115703
1146, "John Manager573", 573, 123928
1148, "John Manager574", 574, 122732
1150, "John Manager575", 575, 103403
1152, "John Manager576", 576, 129735
1154, "John Manager577", 577, 103598
1156, "John Manager578", 578, 117591
1158, "John Manager579", 579, 133275
1160, "John Manager580", 580, 146562
1162, "John Manager581", 581, 132294
1164, "John Manager582", 582, 110931
1166, "John Manager583", 583, 133452
1168, "John Manager584", 584, 120958
1170, "John Manager585", 585, 119550
1172, "John Manager586", 586, 112608
1174, "John Manager587", 587, 110267
1176, "John Manager588", 588, 125553
1178, "John Manager589", 589, 146048
1180, "John Manager590", 590, 101707
1182, "John Manager591", 591, 149094
1184, "John Manager592", 592, 102464
1186, "John Manager593", 593, 123393
1188, "John Manager594", 594, 124624
1190, "John Manager595", 595, 101259
1192, "John Manager596", 596, 145463
1194, "John Manager597", 597, 127447
1196, "John Manager598", 598, 116311
1198, "John Manager599", 599, 113991
1200, "John Manager600", 600, 110974
1202, "John Manager601", 601, 106182
1204, "John Manager602", 602, 113420
1206, "John Manager603", 603, 114321
1208, "John Manager604", 604, 108475
1210, "John Manager605", 605, 144658
1212, "John Manager606", 606, 125023
1214, "John Manager607", 607, 110136
1216, "John Manager608", 608, 125188
1218, "John Manager609", 609, 110667
1220, "John Manager610", 610, 148585
1222, "John Manager611", 611, 146256
1224, "John Manager612", 612, 121672
1226, "John Manager613", 613, 106188
1228, "John Manager614", 614, 140206
1230, "John Manager615", 615, 132448
1232, "John Manager616", 616, 118092
1234, "John Manager617", 617, 126920
1236, "John Manager618", 618, 108795
1238, "John Manager619", 619, 109131
1240, "John Manager620", 620, 138530
1242, "John Manager621", 621, 128469
1244, "John Manager622", 622, 131153
1246, "John Manager623", 623, 110621
1248, "John Manager624", 624, 123163
1250, "John Manager625", 625, 104013
1252, "John Manager626", 626, 111075
1254, "John Manager627", 627, 128243
1256, "John Manager628", 628, 116193
1258, "John Manager629", 629, 145972
1260, "John Manager630", 630, 117919
1262, "John Manager631", 631, 109774
1264, "John Manager632", 632, 119693
1266, "John Manager633", 633, 123371
1268, "John Manager634", 634, 109330
1270, "John Manager635", 635, 121079
1272, "John Manager636", 636, 104097
1274, "John Manager637", 637, 138975
1276, "John Manager638", 638, 115660
1278, "John Manager639", 639, 134108
1280, "John Manager640", 640, 104525
1282, "John Manager641", 641, 123736
1284, "John Manager642", 642, 115640
1286, "John Manager643", 643, 112436
1288, "John Manager644", 644, 119919
1290, "John Manager645", 645, 129278
1292, "John Manager646", 646, 147301
1294, "John Manager647", 647, 119987
1296, "John Manager648", 648, 127778
1298, "John Manager649", 649, 131765
1300, "John Manager650", 650, 113252
1302, "John Manager651", 651, 131348
1304, "John Manager652", 652, 111288
1306, "John Manager653", 653, 114980
1308, "John Manager654", 654, 129338
1310, "John Manager655", 655, 126846
1312, "John Manager656", 656, 116181
1314, "John Manager657", 657, 126535
1316, "John Manager658", 658, 137509
1318, "John Manager659", 659, 132495
1320, "John Manager660", 660, 131575
1322, "John Manager661", 661, 145218
1324, "John Manager662", 662, 114006
1326, "John Manager663", 663, 124753
1328, "John Manager664", 664, 142880
1330, "John Manager665", 665, 135351
1332, "John Manager666", 666, 106059
1334, "John Manager667", 667, 138365
1336, "John Manager668", 668, 108019
1338, "John Manager669", 669, 120710
1340, "John Manager670", 670, 143005
1342, "John Manager671", 671, 145357
1344, "John Manager672", 672, 102507
1346, "John Manager673", 673, 120674
1348, "John Manager674", 674, 106317
1350, "John Manager675", 675, 141170
1352, "John Manager676", 676, 142145
1354, "John Manager677", 677, 140238
1356, "John Manager678", 678, 128781
1358, "John Manager679", 679, 142079
1360, "John Manager680", 680, 144633
1362, "John Manager681", 681, 121386
1364, "John Manager682", 682, 108352
1366, "John Manager683", 683, 110568
1368, "John Manager684", 684, 135051
1370, "John Manager685", 685, 127547
1372, "John Manager686", 686, 135326
1374, "John Manager687", 687, 141504
1376, "John Manager688", 688, 119645
1378, "John Manager689", 689, 120230
1380, "John Manager690", 690, 106247
1382, "John Manager691", 691, 132980
1384, "John Manager692", 692, 140043
1386, "John Manager693", 693, 103922
1388, "John Manager694", 694, 119522
1390, "John Manager695", 695, 131494
1392, "John Manager696", 696, 131696
1394, "John Manager697", 697, 115709
1396, "John Manager698", 698, 142497
1398, "John Manager699", 699, 121647
1400, "John Manager700", 700, 137256
1402, "John Manager701", 701, 116987
1404, "John Manager702", 702, 110211
1406, "John Manager703", 703, 145567
1408, "John Manager704", 704, 140865
1410, "John Manager705", 705, 119346
1412, "John Manager706", 706, 121554
1414, "John Manager707", 707, 115652
1416, "John Manager708", 708, 133851
1418, "John Manager709", 709, 134756
1420, "John Manager710", 710, 101777
1422, "John Manager711", 711, 142449
1424, "John Manager712", 712, 116326
1426, "John Manager713", 713, 130043
1428, "John Manager714", 714, 142318
1430, "John Manager715", 715, 136521
1432, "John Manager716", 716, 108361
1434, "John Manager717", 717, 136667
1436, "John Manager718", 718, 146511
1438, "John Manager719", 719, 129143
1440, "John Manager720", 720, 142535
1442, "John Manager721", 721, 135727
1444, "John Manager722", 722, 105040
1446, "John Manager723", 723, 125806
1448, "John Manager724", 724, 138729
1450, "John Manager725", 725, 109805
1452, "John Manager726", 726, 114076
1454, "John Manager727", 727, 135213
1456, "John Manager728", 728, 130707
1458, "John Manager729", 729, 106786
1460, "John Manager730", 730, 114635
1462, "John Manager731", 731, 110109
1464, "John Manager732", 732, 116908
1466, "John Manager733", 733, 112953
1468, "John Manager734", 734, 114090
1470, "John Manager735", 735, 139600
1472, "John Manager736", 736, 140924
1474, "John Manager737", 737, 121785
1476, "John Manager738", 738, 115476
1478, "John Manager739", 739, 137877
1480, "John Manager740", 740, 105200
1482, "John Manager741", 741, 131010
1484, "John Manager742", 742, 131647
1486, "John Manager743", 743, 142745
1488, "John Manager744", 744, 125174
1490, "John Manager745", 745, 137852
1492, "John Manager746", 746, 129165
1494, "John Manager747", 747, 100925
1496, "John Manager748", 748, 102984
1498, "John Manager749", 749, 129908
1500, "John Manager750", 750, 111909
1502, "John Manager751", 751, 106072
1504, "John Manager752", 752, 135338
1506, "John Manager753", 753, 134140
1508, "John Manager754", 754, 143925
1510, "John Manager755", 755, 145602
1512, "John Manager756", 756, 135260
1514, "John Manager757", 757, 111773
1516, "John Manager758", 758, 109236
1518, "John Manager759", 759, 144308
1520, "John Manager760", 760, 138379
1522, "John Manager761", 761, 106067
1524, "John Manager762", 762, 108136
1526, "John Manager763", 763, 143108
1528, "John Manager764", 764, 143857
1530, "John Manager765", 765, 144424
1532, "John Manager766", 766, 101515
1534, "John Manager767", 767, 131586
1536, "John Manager768", 768, 107957
1538, "John Manager769", 769, 144968
1540, "John Manager770", 770, 135178
1542, "John Manager771", 771, 141307
1544, "John Manager772", 772, 148834
1546, "John Manager773", 773, 129008
1548, "John Manager774", 774, 105698
1550, "John Manager775", 775, 121781
1552, "John Manager776", 776, 130657
1554, "John Manager777", 777, 106750
1556, "John Manager778", 778, 122365
1558, "John Manager779", 779, 115575
1560, "John Manager780", 780, 127366
1562, "John Manager781", 781, 107264
1564, "John Manager782", 782, 107282
1566, "John Manager783", 783, 123598
1568, "John Manager784", 784, 107487
1570, "John Manager785", 785, 113158
1572, "John Manager786", 786, 134910
1574, "John Manager787", 787, 135144
1576, "John Manager788", 788, 140082
1578, "John Manager789", 789, 118640
1580, "John Manager790", 790, 145123
1582, "John Manager791", 791, 146938
1584, "John Manager792", 792, 133199
1586, "John Manager793", 793, 109270
1588, "John Manager794", 794, 142659
1590, "John Manager795", 795, 125577
1592, "John Manager796", 796, 115930
1594, "John Manager797", 797, 105309
1596, "John Manager798", 798, 133551
1598, "John Manager799", 799, 118215
1600, "John Manager800", 800, 132533
1602, "John Manager801", 801, 128531
1604, "John Manager802", 802, 134972
1606, "John Manager803", 803, 132624
1608, "John Manager804", 804, 111001
1610, "John Manager805", 805, 132535
1612, "John Manager806", 806, 121979
1614, "John Manager807", 807, 103313
1616, "John Manager808", 808, 148973
1618, "John Manager809", 809, 148443
1620, "John Manager810", 810, 143696
1622, "John Manager811", 811, 102868
1624, "John Manager812", 812, 104146
1626, "John Manager813", 813, 133265
1628, "John Manager814", 814, 111858
1630, "John Manager815", 815, 123461
1632, "John Manager816", 816, 117578
1634, "John Manager817", 817, 146016
1636, "John Manager818", 818, 130454
1638, "John Manager819", 819, 120169
1640, "John Manager820", 820, 112559
1642, "John Manager821", 821, 130913
1644, "John Manager822", 822, 142317
1646, "John Manager823", 823, 141652
1648, "John Manager824", 824, 127810
1650, "John Manager825", 825, 111595
1652, "John Manager826", 826, 143187
1654, "John Manager827", 827, 127731
1656, "John Manager828", 828, 146375
1658, "John Manager829", 829, 111137
1660, "John Manager830", 830, 108902
1662, "John Manager831", 831, 124855
1664, "John Manager832", 832, 149954
1666, "John Manager833", 833, 111635
1668, "John Manager834", 834, 128273
1670, "John Manager835", 835, 127164
1672, "John Manager836", 836, 122650
1674, "John Manager837", 837, 135021
1676, "John Manager838", 838, 116128
1678, "John Manager839", 839, 127367
1680, "John Manager840", 840, 136648
1682, "John Manager841", 841, 145021
1684, "John Manager842", 842, 148442
1686, "John Manager843", 843, 105626
1688, "John Manager844", 844, 114551
1690, "John Manager845", 845, 108559
1692, "John Manager846", 846, 114826
1694, "John Manager847", 847, 115482
1696, "John Manager848", 848, 108423
1698, "John Manager849", 849, 121274
1700, "John Manager850", 850, 113202
1702, "John Manager851", 851, 136875
1704, "John Manager852", 852, 137138
